Make;Model;Specification;Powerplant;Gearbox;Option_packs;Length;Width excl mirrors;Width incl mirrors;Height;Wheelbase;Ground clearance;Approach angle;Departure angle;Ramp/breakover angle;Turning circle;Kerb weight (DIN);GVWR;Max payload;Max roof load;Max tow braked;Max tow unbraked;Max nose load;Drag coefficient Cd;Body type;Number of doors;Number of seats;Cargo volume rear seats up;Cargo volume max seats folded;Frunk volume;Fuel tank capacity;AdBlue/DEF tank capacity;Battery capacity gross;Battery capacity usable;System voltage;On-board AC charger;Max DC charging power;Charging time AC 0–100%;Charging time DC 10–80%;Electric range WLTP combined;Electric range WLTP city;Combined range;Engine type;Engine displacement;Number of cylinders;Max power (kW);Max power (hp);Max torque;Torque rpm;Motor power front;Motor power rear;System power (kW);System power (hp);System torque (LC);Transmission type;Number of gears;Final drive ratio;Drive layout;Differential type;0–100 km/h;0–60 mph;80–120 km/h kickdown;Top speed;Top speed EV mode;Quarter mile time;Quarter mile speed;Power-to-weight;Fuel consumption combined WLTP;Fuel consumption urban;Fuel consumption extra-urban;Fuel consumption mpg UK;Electric consumption WLTP;CO2 WLTP;NOx;Particles/PN;Emission standard;Recuperation peak;Drive-by noise;Front suspension type;Rear suspension type;Front brake type/size;Rear brake type/size;Front disc diameter;Rear disc diameter;Front caliper pistons;Rear caliper pistons;Wheel size front;Wheel size rear;Rim width front;Rim width rear;Tire size front;Tire size rear;Spare wheel size;Headlight type;DRL type;Rear light type;Upholstery material;Front headroom;Rear headroom;Front legroom;Rear legroom;Front shoulder room;Rear shoulder room;Front hip room;Rear hip room;Cabin noise 100 km/h;Infotainment screen size;Instrument cluster size;Speaker count;Amplifier power;USB ports count;12V outlets count;Wireless charging power;Safety rating;Airbag count;ISOFIX positions;Basic warranty;Powertrain warranty;Battery warranty;Service interval;MSRP base (Sweden);Destination fee;Production country;Platform code;Sunroof/pano roof;Convertible roof;Roof rails;Tow hitch factory;AWD;RWD option present;Locking center diff;Locking rear diff;Adaptive suspension (PASM);Air suspension;Rear-axle steering;Active roll stabilization;ABS;ESC/PSM;Traction control;Brake-by-wire;Regenerative braking;One-pedal mode;LED headlights;Matrix/adaptive headlights;Automatic high beam;Front fog lights;Headlight washers;Keyless entry/start;Remote pre-conditioning;Power tailgate;Hands-free tailgate;Soft-close doors;Heated front seats;Ventilated front seats;Heated rear seats;Power driver seat;Memory seats;Massage seats;Heated steering wheel;Dual-zone climate;Tri/4-zone climate;Heat pump;App pre-heat;Wireless CarPlay/AA;Built-in navigation;HUD;Premium audio brand;Rear entertainment;360° camera;Parking sensors front;Parking sensors rear;Auto parking assist;Adaptive cruise;Lane keeping;Blind-spot monitoring;Rear cross-traffic alert;AEB;Traffic sign recognition;Driver monitoring;OTA updates;V2L/V2G capable;Run-flat tires;source_url_main;source_urls_supporting;retrieval_date
Porsche;Taycan;Taycan Turbo GT;Elektrisk;Automatisk;Weissach Package;4.968;1.998;2.144;1.378;2.9;;;;;;2290.0;2710.0;;;;;;;Sportsedan;4.0;2.0;407.0;;84.0;;;105.0;97.0;;11.0;270.0;;;;;;;;;;;1240.0;;;;760.0;1.0;;Automatisk;;;AWD;;2.2;;;305.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 780 000;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/taycan-models/taycan/;;2025-12-12
Porsche;Taycan;Taycan Sport Turismo;Elektrisk;;;4.963;1.966;2.144;1.39;2.9;;;;;;2190.0;2880.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;89.0;82.3;;11.0;270.0;;;;;;;;;;;410.0;;;;300.0;408.0;;;;;RWD;;4.8;;;230.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 250 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan 4S Sport Turismo;Elektrisk;;;4.963;1.966;2.144;1.39;2.9;;;;;;2190.0;2880.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;89.0;82.3;;11.0;270.0;;;;;;;;;;;695.0;;;;340.0;462.0;;;;;AWD;;3.7;;;250.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 440 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan Sport Turismo;Elektrisk;;Black Edition;4.963;1.966;2.144;1.39;2.9;;;;;;2190.0;2880.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;89.0;82.3;;11.0;270.0;;;;;;;;;;;410.0;;;;300.0;408.0;;;;;RWD;;4.8;;;230.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 460 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan 4S Sport Turismo;Elektrisk;;Black Edition;4.963;1.966;2.144;1.39;2.9;;;;;;2190.0;2880.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;89.0;82.3;;11.0;270.0;;;;;;;;;;;695.0;;;;340.0;462.0;;;;;AWD;;3.7;;;250.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 620 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan GTS Sport Turismo;Elektrisk;;;4.963;1.966;2.144;1.39;2.9;;;;;;2295.0;2850.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;93.0;83.7;;11.0;270.0;;;;;;;;;;;850.0;;;;380.0;517.0;;;;;AWD;;3.7;;;250.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 750 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan Turbo Sport Turismo;Elektrisk;;;4.963;1.966;2.144;1.39;2.9;;;;;;2290.0;2880.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;105.0;97.0;;11.0;270.0;;;;;;;;;;;890.0;;;;520.0;707.0;;;;;AWD;;2.7;;;260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 060 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan Turbo S Sport Turismo;Elektrisk;;;4.963;1.966;2.144;1.39;2.9;;;;;;2295.0;2880.0;;;;;;;Sport Turismo;4.0;4.0;530.0;;84.0;;;105.0;97.0;;11.0;270.0;;;;;;;;;;;1110.0;;;;570.0;775.0;;;;;AWD;;2.4;;;260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 450 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan 4 Cross Turismo;Elektrisk;;;4.974;1.967;2.144;1.409;2.904;;;;;;2355.0;2880.0;;;;;;;Cross Turismo;4.0;4.0;530.0;;84.0;;;89.0;82.3;;11.0;270.0;;;;;;;;;;;585.0;;;;300.0;408.0;;;;;AWD;;4.7;;;220.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 380 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan 4S Cross Turismo;Elektrisk;;;4.974;1.967;2.144;1.409;2.904;;;;;;2355.0;2880.0;;;;;;;Cross Turismo;4.0;4.0;530.0;;84.0;;;89.0;82.3;;11.0;270.0;;;;;;;;;;;695.0;;;;340.0;462.0;;;;;AWD;;3.8;;;240.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 490 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan Turbo Cross Turismo;Elektrisk;;;4.974;1.967;2.144;1.409;2.904;;;;;;2355.0;2880.0;;;;;;;Cross Turismo;4.0;4.0;530.0;;84.0;;;105.0;97.0;;11.0;270.0;;;;;;;;;;;890.0;;;;520.0;707.0;;;;;AWD;;2.8;;;260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 070 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;Taycan;Taycan Turbo S Cross Turismo;Elektrisk;;;4.974;1.967;2.144;1.409;2.904;;;;;;2355.0;2880.0;;;;;;;Cross Turismo;4.0;4.0;530.0;;84.0;;;105.0;97.0;;11.0;270.0;;;;;;;;;;;1110.0;;;;570.0;775.0;;;;;AWD;;2.5;;;260.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 460 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/taycan/;;2025-12-12
Porsche;911;911 Carrera;Bensin;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;;;;;;;;;Coupé;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;290.0;394.0;;;;;;;;PDK;;;RWD;;3.9;;;294.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 480 000;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera T;Bensin;Manuell;;4.542;1.852;2.033;1.303;2.45;;;;;;;;;;;;;;Coupé;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;290.0;394.0;;;;;;;;Manuell;;;RWD;;4.5;;;295.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 500 000;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera S;Bensin;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;1553.0;1886.0;;;;;;;Coupé;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;353.0;480.0;530.0;;;;;;;PDK;;;RWD;;3.3;3.1;;308.0;;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 690 000;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera 4S;Bensin;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;1584.0;1911.0;;;;;;;Coupé;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;353.0;480.0;530.0;;;;;;;PDK;;;AWD;;3.3;;;308.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 790 000;;;;;0.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera GTS;T-Hybrid;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;1610.0;;;;;;;;Coupé;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;353.0;480.0;570.0;;;;398.0;541.0;;PDK;;;RWD;;3.0;;;312.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 920 000;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera 4 GTS;T-Hybrid;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;1610.0;;;;;;;;Coupé;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;353.0;480.0;570.0;;;;398.0;541.0;;PDK;;;AWD;;3.0;;;312.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 010 000;;;;;0.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera Cabriolet;Bensin;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;;;;;;;;;Cabriolet;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;290.0;394.0;;;;;;;;PDK;;;RWD;;4.1;;;291.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 640 000;;;;;1.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera T Cabriolet;Bensin;Manuell;;4.542;1.852;2.033;1.303;2.45;;;;;;;;;;;;;;Cabriolet;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;290.0;394.0;;;;;;;;Manuell;;;RWD;;4.7;;;293.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 630 000;;;;;1.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera S Cabriolet;Bensin;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;;;;;;;;;Cabriolet;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;353.0;480.0;;;;;;;;PDK;;;RWD;;3.5;;;308.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 840 000;;;;;1.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Carrera 4S Cabriolet;Bensin;Automatisk;;4.542;1.852;2.033;1.303;2.45;;;;;;;;;;;;;;Cabriolet;2.0;4.0;261.0;373.0;136.0;62.8;;;;;;;;;;;;Bensin;2981.0;6.0;353.0;480.0;;;;;;;;PDK;;;AWD;;3.5;;;308.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 940 000;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/compare/?model-range=911;;2025-12-12
Porsche;911;911 Turbo S;Bensin;Automatisk;;4.535;1.9;2.05;1.303;2.45;;;;;;1640.0;2020.0;;;;;;;Coupé;2.0;4.0;128.0;;;;;;;;;;;;;;;Bensin;3745.0;6.0;478.0;650.0;800.0;;;;523.0;711.0;;Automatisk;;;AWD;;2.5;;;322.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 990 000;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/911/911-turbo-models/911-turbo-s/;https://www.porsche.com/sweden/compare/?model-range=911;2025-12-12
Porsche;911;911 Turbo S Cabriolet;Bensin;;;4.535;1.9;2.05;1.303;2.45;;;;;;1640.0;2020.0;;;;;;;Cabriolet;2.0;4.0;128.0;;;;;;;;;;;;;;;Bensin;3745.0;6.0;478.0;650.0;800.0;;;;;;;;;;AWD;;2.6;;;330.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3 140 000;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/911/;;2025-12-12
Porsche;718;718 Cayman GT4 RS;Bensin;;;;;;;;;;;;;;;;;;;;;Coupé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;;;;;295.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/?compare=982110;;2025-12-12
Porsche;718;718 Spyder RS;Bensin;;;;;;;;;;;;;;;;;;;;;Roadster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;;;;;288.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.porsche.com/sweden/models/?compare=982110;;2025-12-12
Mercedes-Benz;EQE Sedan;EQE 350+ AMG Night;Electric;Automatväxellåda;AMG Line;4.964;1.961;2.103;1.519;3.12;;;;;11.2;2355.0;2975.0;620.0;100.0;750.0;;;;Sedan;4.0;5.0;430.0;;;;;105.0;89.0;;11.0;170.0;9.0;31.0;648.0;;;Electric;;;;;565.0;;;;235.0;320.0;;;;;Bakhjulsdrift;;6.4;;;210.0;;;;;;;;;16.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/eqe/overview.html;;
Mercedes-Benz;EQE Sedan;EQE 350 4MATIC AMG Night;Electric;Automatväxellåda;AMG Line;4.964;1.961;2.103;1.519;3.12;;;;;11.2;2470.0;3065.0;595.0;100.0;750.0;;;;Sedan;4.0;5.0;430.0;;;;;100.0;89.0;;11.0;170.0;9.0;31.0;645.0;;;Electric;;;;;858.0;;;;235.0;320.0;;;;;Fyrhjulsdrift;;6.2;;;210.0;;;;;;;;;16.9;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/eqe/overview.html;;
Mercedes-Benz;GLB;GLB 200;Mildhybrid (95 oktan);Automatväxellåda 7G-DCT, 7-stegad;;4.634;1.834;2.02;1.658;;;;;;;1480.0;2085.0;;;;;;;SUV;5.0;5.0;570.0;1805.0;;;;;;;;;;;;;;95 oktan;1332.0;4.0;120.0;163.0;250.0;;;;;;;;;;FWD;;9.1;;;207.0;;;;;7.3;;;;;166.0;;;Euro 6e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/suv/glb/overview.html;;
Mercedes-Benz;GLB;GLB 220 d 4MATIC;Mildhybrid Diesel;Automatväxellåda 8G-DCT, 8-stegad;;4.634;1.834;2.02;1.658;;;;;;;1660.0;2250.0;;;;;;;SUV;5.0;5.0;570.0;1805.0;;;;;;;;;;;;;;Diesel;1950.0;4.0;140.0;190.0;400.0;;;;;;;;;;AWD;;7.8;;;220.0;;;;;6.1;;;;;160.0;;;Euro 6e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/suv/glb/overview.html;;
Mercedes-Benz;E-Klass Kombi;E 220 d 4MATIC;Mildhybrid Diesel;Automatväxellåda 9G-TRONIC, 9-stegad;;4.949;1.88;2.065;1.469;;;;;;12.0;1975.0;2580.0;;;;;;;Estate;5.0;5.0;615.0;;;;;;;;;;;;;;;Diesel;1993.0;4.0;145.0;197.0;440.0;;;;;;;Automatväxellåda;9.0;;Fyrhjulsdrift;;8.1;;;227.0;;;;;5.1;;;;;135.0;;;Euro 6e-bis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/e-class/overview.html;;
Mercedes-Benz;E-Klass Kombi;E 450 d 4MATIC;Mildhybrid Diesel;Automatväxellåda 9G-TRONIC, 9-stegad;;4.949;1.88;2.065;1.469;;;;;;12.0;1990.0;2675.0;;;;;;;Estate;5.0;5.0;615.0;;;;;;;;;;;;;;;Diesel;2989.0;6.0;270.0;367.0;750.0;;;;;;;Automatväxellåda;9.0;;Fyrhjulsdrift;;5.0;;;250.0;;;;;6.1;;;;;160.0;;;Euro 6e-bis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/e-class/overview.html;;
Mercedes-Benz;E-Klass Sedan;E 220 d 4MATIC;Mildhybrid Diesel;;;4.949;1.88;2.065;1.469;;;;;;;1975.0;2580.0;;;;;;;Sedan;4.0;5.0;540.0;;;;;;;;;;;;;;;Diesel;1993.0;4.0;145.0;197.0;440.0;;;;;;;;;;AWD;;7.8;;;234.0;;;;;4.8;;;;;127.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/e-class/overview.html;;
Mercedes-Benz;E-Klass Sedan;E 450 d 4MATIC;Mildhybrid Diesel;;;4.949;1.88;2.065;1.469;;;;;;;1990.0;2675.0;;;;;;;Sedan;4.0;5.0;540.0;;;;;;;;;;;;;;;Diesel;2989.0;6.0;270.0;367.0;750.0;;;;;;;;;;AWD;;4.8;;;250.0;;;;;5.8;;;;;153.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/e-class/overview.html;;
Mercedes-Benz;S-Klass Lång;S 450 d 4MATIC;Mildhybrid Diesel;9G-TRONIC automatväxellåda;;5.179;1.954;;;;;;;;;2050.0;2820.0;;;;;;;Sedan;4.0;5.0;540.0;;;;;;;;;;;;;;;Diesel;2989.0;6.0;270.0;367.0;750.0;;;;;;;Automatväxellåda;9.0;;AWD;;5.0;;;250.0;;;;;6.4;;;;;167.0;;;Euro 6e-bis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon-long/s-class/overview.html;;
Mercedes-Benz;S-Klass Lång;S 580 4MATIC;Mildhybrid (98 oktan);;;5.179;1.954;;;;;;;;;2020.0;2820.0;;;;;;;Sedan;4.0;5.0;535.0;;;;;;;;;;;;;;;98 oktan;3982.0;8.0;370.0;503.0;700.0;;;;;;;;;;AWD;;4.4;;;250.0;;;;;10.1;;;;;229.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon-long/s-class/overview.html;;
Mercedes-Benz;Mercedes-Maybach S-Klass Lång;Mercedes- S 580;Mildhybrid (98 oktan);9G-TRONIC automatväxellåda;;5.469;1.921;2.109;1.51;;;;;;13.4;2310.0;2910.0;600.0;0.0;;;;;Sedan;4.0;5.0;505.0;;;76.0;;;;;;;;;;;;98 oktan;3982.0;8.0;370.0;503.0;700.0;;;;;;;Automatväxellåda;9.0;;Fyrhjulsdrift;;4.8;;;250.0;;;;;10.4;;;;;235.0;;;Euro 6e-bis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon-long/mercedes-maybach-s-class/overview.html;;
Mercedes-Benz;EQE SUV;EQE 350 4MATIC Special Edition;Electric;;;4.863;1.94;2.141;1.686;;;;;;;2480.0;;;;;;;;SUV;5.0;5.0;520.0;;;;;100.0;90.0;;11.0;170.0;9.5;32.0;551.0;;;Electric;;;;;765.0;;;;235.0;320.0;;;;;Fyrhjulsdrift;;6.0;;;210.0;;;;;;;;;19.2;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/suv/eqe/overview.html;;
